Order_ID,Order_Date,Region,Category,Product,Sales_Rep,Customer_Segment,Customer_ID,Payment_Mode,Quantity,Unit_Price,Discount(%),Sales,Cost,Profit,Profit_Margin(%),Shipping_Cost,Order_Priority
ORD-1376,2023-01-13,South,Furniture,Desk,Sara,Corporate,CUST-483,Cash,6,590,5,3363.0,2834.295125369886,528.7048746301139,15.72122731579286,116.81587410225977,High
ORD-1377,2023-11-13,West,Clothing,Jacket,Raj,Consumer,CUST-480,Credit Card,3,1958,15,4992.9,3683.091796802557,1309.8082031974427,26.23341551397871,86.60947366531792,High
ORD-1378,2023-07-06,North,Clothing,Jeans,Raj,Small Business,CUST-819,Cash,4,1184,25,3552.0,2731.330757492417,820.669242507583,23.10442687239817,135.05036661653895,Low
ORD-1379,2024-08-05,South,Grocery,Beverages,Alice,Home Office,CUST-603,Cash,3,777,10,2097.9,1396.3323275024366,701.5676724975635,33.441425830476355,69.47952756199791,High
ORD-1380,2024-02-27,Central,Clothing,Jeans,Karan,Small Business,CUST-671,PayPal,3,817,5,2328.45,1580.3340505884617,748.1159494115382,32.12935426620878,18.17995651597703,High
ORD-1381,2023-05-26,Central,Clothing,T-Shirt,Nina,Small Business,CUST-882,Cash,26,513,15,11337.3,7876.70392373327,3460.596076266729,30.523987865424125,183.86153917827227,Low
ORD-1382,2023-04-06,Central,Furniture,Chair,Priya,Small Business,CUST-487,Bank Transfer,6,643,10,3472.2000000000003,2568.911879802632,903.2881201973682,26.014864356816087,167.4127454400958,High
ORD-1383,2024-05-29,North,Grocery,Rice,Raj,Consumer,CUST-492,Cash,22,1547,25,25525.5,18126.764897319536,7398.7351026804645,28.985661799692323,35.156876564326375,Medium
ORD-1384,2023-09-13,South,Grocery,Rice,John,Home Office,CUST-826,PayPal,9,860,5,7353.0,5556.576443505637,1796.4235564943629,24.431164919003983,52.30845503338614,Medium
ORD-1385,2024-01-10,South,Electronics,Monitor,Emma,Small Business,CUST-738,Credit Card,15,1068,5,15219.0,12547.930990094124,2671.0690099058756,17.55088382880528,25.984255829282738,Medium
ORD-1386,2024-12-21,West,Electronics,Headphones,Alice,Corporate,CUST-547,PayPal,3,1502,10,4055.4,3274.888574112439,780.511425887561,19.246225425052053,190.16779218011507,Medium
ORD-1387,2023-07-06,North,Furniture,Bookshelf,Priya,Corporate,CUST-957,Cash,22,1038,10,20552.4,14489.462933037668,6062.937066962333,29.499898147964878,11.84050772078387,High
ORD-1388,2023-10-10,East,Electronics,Monitor,Priya,Small Business,CUST-690,Bank Transfer,28,1376,15,32748.8,27621.978744237655,5126.821255762345,15.654989666071259,113.39774587570342,Low
ORD-1389,2024-09-21,Central,Grocery,Snacks,John,Home Office,CUST-960,Bank Transfer,29,484,15,11930.6,9596.095689472812,2334.504310527189,19.567367194669078,186.77569983217185,Low
ORD-1390,2024-03-11,South,Grocery,Beverages,David,Consumer,CUST-886,Credit Card,20,1167,20,18672.0,13266.955637884932,5405.044362115068,28.947324133007008,73.53622400786224,Medium
ORD-1391,2023-05-26,Central,Furniture,Desk,David,Small Business,CUST-967,PayPal,29,1703,0,49387.0,32943.281874954504,16443.718125045496,33.29564080637717,78.60419800479707,Medium
ORD-1392,2024-07-03,South,Sports,Tennis Racket,Nina,Consumer,CUST-681,Cash,4,553,15,1880.2,1549.139058302523,331.0609416974771,17.6077513933346,66.48456881345203,Low
ORD-1393,2023-10-27,North,Electronics,Monitor,Sara,Corporate,CUST-901,Credit Card,18,1560,15,23868.0,18237.454422948904,5630.545577051096,23.59035351538083,111.67894339926656,Low
ORD-1394,2024-02-19,South,Furniture,Chair,David,Small Business,CUST-438,Bank Transfer,19,509,25,7253.25,4989.882415686472,2263.367584313528,31.204874839741194,154.7184164805959,Medium
ORD-1395,2024-02-27,East,Sports,Cricket Bat,Sara,Corporate,CUST-344,Bank Transfer,2,213,15,362.09999999999997,277.4921854921213,84.60781450787869,23.365869789527395,105.13507590896755,Medium
ORD-1396,2023-12-14,East,Clothing,Shirt,David,Consumer,CUST-420,Bank Transfer,4,1370,5,5206.0,3805.066112119124,1400.9338878808758,26.909986321184704,58.180982229310146,Medium
ORD-1397,2023-06-20,South,Grocery,Beverages,David,Corporate,CUST-430,Credit Card,10,1835,15,15597.5,9759.52183279406,5837.97816720594,37.42893519606309,33.93148731207807,Critical
ORD-1398,2024-08-18,East,Clothing,Shoes,Priya,Home Office,CUST-777,Cash,17,201,5,3246.1499999999996,2569.1889839281007,676.9610160718989,20.854274019127246,11.026935497807276,Low
ORD-1399,2023-08-25,South,Electronics,Camera,Priya,Small Business,CUST-633,Credit Card,1,864,0,864.0,659.2828362766072,204.7171637233928,23.694116171688982,57.705219696381874,Medium
ORD-1400,2023-07-20,East,Grocery,Pasta,Karan,Small Business,CUST-621,Cash,2,1203,5,2285.7,1710.9275139256085,574.7724860743913,25.146453431088567,88.16116856839199,Low
ORD-1401,2024-11-01,West,Electronics,Smartphone,David,Small Business,CUST-668,PayPal,2,340,10,612.0,451.0662160173874,160.93378398261262,26.296369931799447,43.182965320302614,Low
ORD-1402,2024-11-04,West,Furniture,Desk,Tom,Small Business,CUST-227,PayPal,20,144,20,2304.0,1422.3709934808096,881.6290065191904,38.265147852395415,27.076601829870526,Medium
ORD-1403,2023-06-13,Central,Grocery,Snacks,Sara,Corporate,CUST-247,PayPal,14,658,20,7369.6,6080.406598478694,1289.1934015213064,17.49339721994825,160.51632701231847,Medium
ORD-1404,2023-12-03,East,Clothing,T-Shirt,Tom,Small Business,CUST-698,PayPal,21,1147,10,21678.3,16223.288473171953,5455.011526828046,25.163465432381905,13.086254209796202,High
ORD-1405,2023-07-25,North,Sports,Basketball,Karan,Corporate,CUST-946,Bank Transfer,15,575,5,8193.75,5568.189900401073,2625.560099598927,32.04344896535685,179.91037246871866,Medium
ORD-1406,2024-12-24,East,Electronics,Camera,John,Small Business,CUST-390,Credit Card,19,1153,25,16430.25,10236.451389046953,6193.798610953047,37.69753114501025,164.90250290720638,High
ORD-1407,2024-08-30,North,Electronics,Camera,Nina,Corporate,CUST-686,Bank Transfer,13,856,15,9458.8,6209.058348562384,3249.7416514376155,34.356806904021816,84.08095179530531,Medium
ORD-1408,2023-11-22,South,Clothing,T-Shirt,Raj,Small Business,CUST-107,Credit Card,14,212,5,2819.6,2027.6175500966526,791.9824499033473,28.088468219015013,70.47777799154599,Medium
ORD-1409,2023-08-31,East,Clothing,Shirt,Raj,Consumer,CUST-886,PayPal,27,1407,15,32290.649999999998,23997.142486239183,8293.507513760815,25.683928672110394,58.78126429885402,High
ORD-1410,2023-07-19,East,Clothing,T-Shirt,Karan,Corporate,CUST-909,PayPal,28,71,20,1590.4,1270.9317874421465,319.4682125578536,20.087287006907292,54.18285300796245,Low
ORD-1411,2024-10-27,East,Clothing,Jeans,Karan,Small Business,CUST-141,Bank Transfer,24,230,10,4968.0,3708.099903369785,1259.900096630215,25.360307903184687,113.425528650521,Low
ORD-1412,2023-08-20,East,Clothing,Jeans,Raj,Small Business,CUST-427,Bank Transfer,6,961,15,4901.099999999999,3317.7639959830626,1583.3360040169368,32.30572736767128,126.59120156798292,High
ORD-1413,2023-02-15,Central,Grocery,Cereal,Sara,Consumer,CUST-920,Cash,12,1709,25,15381.0,11368.345646765558,4012.654353234442,26.088384066279453,78.13810057118236,Critical
ORD-1414,2024-09-25,North,Electronics,Camera,Nina,Corporate,CUST-622,Cash,25,135,25,2531.25,1916.2318908650727,615.0181091349273,24.297011718910706,186.82207050687236,Medium
ORD-1415,2023-12-14,South,Electronics,Camera,Karan,Corporate,CUST-372,Bank Transfer,25,1097,20,21940.0,15025.089391192976,6914.910608807024,31.517368317260818,106.1270143207161,Low
ORD-1416,2024-05-20,Central,Grocery,Beverages,Emma,Consumer,CUST-521,Cash,19,377,5,6804.849999999999,5127.4195257555,1677.4304742444992,24.65051359316516,127.1213537006553,Medium
ORD-1417,2024-11-03,North,Electronics,Smartphone,Alice,Consumer,CUST-612,Cash,9,349,5,2983.95,1986.169775618149,997.7802243818508,33.43823537196839,109.79909956850082,Low
ORD-1418,2024-04-01,South,Sports,Basketball,Sara,Consumer,CUST-288,Bank Transfer,4,446,25,1338.0,822.3900946176766,515.6099053823234,38.53586736788665,114.94956618527452,Medium
ORD-1419,2024-02-17,West,Sports,Tennis Racket,Alice,Small Business,CUST-627,Bank Transfer,27,1854,10,45052.200000000004,33707.72874556793,11344.471254432072,25.18072647824539,38.18846408500819,Low
ORD-1420,2024-10-31,West,Clothing,Jacket,Tom,Consumer,CUST-377,Bank Transfer,7,323,25,1695.75,1337.5794579456726,358.17054205432737,21.12165956387011,121.45854447389591,High
ORD-1421,2024-01-25,West,Furniture,Bookshelf,Sara,Corporate,CUST-681,Cash,26,712,20,14809.6,9346.138043313655,5463.461956686346,36.89135396422824,176.27538753801892,Critical
ORD-1422,2024-02-27,South,Clothing,T-Shirt,Tom,Corporate,CUST-345,Credit Card,25,1981,0,49525.0,31561.549851166375,17963.450148833625,36.271479351506564,159.32580247969355,Medium
ORD-1423,2024-12-22,North,Grocery,Beverages,Tom,Home Office,CUST-847,PayPal,2,1735,20,2776.0,1746.4224977543083,1029.5775022456917,37.088526737957196,34.148285641503456,Low
ORD-1424,2024-03-25,North,Sports,Cricket Bat,Priya,Home Office,CUST-271,Bank Transfer,4,910,5,3458.0,2303.435885508786,1154.5641144912138,33.38820458332024,105.67392648725837,Low
ORD-1425,2024-03-08,North,Furniture,Chair,Tom,Home Office,CUST-364,PayPal,27,163,25,3300.75,2116.2993211437,1184.4506788562999,35.884289293533286,88.873738511597,Low
ORD-1426,2024-01-22,Central,Sports,Shoes,Priya,Consumer,CUST-438,PayPal,27,1373,10,33363.9,25577.783144547186,7786.116855452816,23.336950582674135,25.220088055824426,Medium
ORD-1427,2023-05-02,East,Grocery,Beverages,Nina,Small Business,CUST-439,Bank Transfer,15,1337,20,16044.0,13446.537792352538,2597.4622076474625,16.18961735008391,177.87729839033616,Low
ORD-1428,2023-11-23,Central,Grocery,Cereal,Raj,Consumer,CUST-114,Bank Transfer,8,1898,20,12147.2,10308.666584302278,1838.5334156977224,15.135450274118497,48.34994871911404,Low
ORD-1429,2023-11-02,North,Furniture,Chair,Tom,Small Business,CUST-111,Credit Card,1,285,10,256.5,191.68338714505623,64.81661285494377,25.26963464130361,96.31289539006627,Medium
ORD-1430,2023-07-09,South,Electronics,Monitor,Karan,Small Business,CUST-240,Bank Transfer,25,1834,10,41265.0,31884.7053482872,9380.2946517128,22.731842122168423,148.46938222874942,Low
ORD-1431,2024-04-25,East,Grocery,Pasta,Karan,Small Business,CUST-167,PayPal,19,1099,10,18792.9,14874.446802273975,3918.4531977260267,20.850710628620522,88.59894900719947,Medium
ORD-1432,2024-01-02,East,Electronics,Smartphone,Priya,Small Business,CUST-949,PayPal,6,1835,25,8257.5,5966.887086793594,2290.612913206406,27.739787020362165,42.20577745455114,Low
ORD-1433,2023-01-14,South,Furniture,Desk,Alice,Home Office,CUST-473,Credit Card,25,1482,10,33345.0,27040.752985439074,6304.247014560926,18.906123900317667,71.73533093726184,Medium
ORD-1434,2024-11-29,North,Grocery,Rice,Raj,Home Office,CUST-388,Bank Transfer,23,745,25,12851.25,8336.52072803824,4514.72927196176,35.130662557819356,163.98896127093855,Low
ORD-1435,2024-09-29,West,Grocery,Cereal,John,Consumer,CUST-442,Cash,26,1654,5,40853.799999999996,31174.259231411903,9679.540768588093,23.69312222752374,97.3324735032901,Medium
ORD-1436,2024-10-07,West,Grocery,Cereal,Emma,Small Business,CUST-762,Bank Transfer,23,233,20,4287.2,3037.5371223235693,1249.6628776764305,29.148695597976083,34.238333168560466,Medium
ORD-1437,2024-04-10,Central,Clothing,Jacket,Alice,Home Office,CUST-187,Bank Transfer,15,1268,20,15216.0,10924.098341920142,4291.901658079858,28.206504062039023,115.15963747987148,Medium
ORD-1438,2023-10-23,South,Clothing,Jeans,Sara,Home Office,CUST-211,Credit Card,6,1390,0,8340.0,6556.776077523902,1783.2239224760979,21.381581804269757,88.35658148889456,Low
ORD-1439,2023-10-24,West,Sports,Football,Tom,Corporate,CUST-233,Bank Transfer,21,1647,0,34587.0,26753.195075418822,7833.804924581178,22.649564647356456,44.72272153761282,Medium
ORD-1440,2023-08-29,Central,Electronics,Camera,Alice,Small Business,CUST-983,Credit Card,3,1546,20,3710.4,2663.7420676202523,1046.6579323797478,28.208762731235115,27.37017844525625,Medium
ORD-1441,2023-08-09,North,Sports,Tennis Racket,Sara,Consumer,CUST-822,Credit Card,13,1988,15,21967.399999999998,13848.772370246874,8118.627629753124,36.95761733183319,121.73779114503492,Medium
ORD-1442,2023-02-14,North,Clothing,Shirt,Priya,Home Office,CUST-745,Credit Card,1,949,15,806.65,643.4427443369425,163.20725566305748,20.232722452495814,83.09918953641454,Medium
ORD-1443,2024-01-16,East,Furniture,Chair,David,Home Office,CUST-428,Bank Transfer,10,1053,25,7897.5,6149.979767621538,1747.5202323784624,22.127511647717157,120.00575284528759,Low
ORD-1444,2023-03-20,Central,Grocery,Rice,Karan,Corporate,CUST-757,Bank Transfer,4,1252,10,4507.2,3332.403913789226,1174.7960862107739,26.064875892145324,144.33290591179224,Medium
ORD-1445,2024-01-01,Central,Furniture,Desk,Sara,Corporate,CUST-867,Credit Card,13,1373,20,14279.2,9592.842272620546,4686.357727379454,32.81946976987124,177.1529564359253,Low
ORD-1446,2023-03-14,East,Sports,Tennis Racket,Tom,Consumer,CUST-407,Bank Transfer,10,1952,15,16592.0,12029.441659124628,4562.558340875372,27.498543520222828,138.2297085802894,Low
ORD-1447,2023-07-02,Central,Furniture,Bookshelf,David,Consumer,CUST-308,Credit Card,14,198,20,2217.6,1755.152032169701,462.4479678302989,20.853533902881445,141.4145738546429,Critical
ORD-1448,2023-07-11,Central,Furniture,Chair,Priya,Home Office,CUST-424,Bank Transfer,28,1149,25,24129.0,16691.002947419187,7437.997052580813,30.82596482481998,37.97314413799822,Low
ORD-1449,2024-04-11,East,Clothing,Shoes,Emma,Consumer,CUST-969,Cash,4,1058,0,4232.0,2881.707213495828,1350.292786504172,31.906729359739415,155.38682841333448,Low
ORD-1450,2024-12-03,North,Clothing,Shirt,Nina,Small Business,CUST-272,Credit Card,19,1627,5,29367.35,19947.351225839342,9419.998774160656,32.07643445581797,163.67700146341997,High
ORD-1451,2024-11-16,South,Clothing,Jeans,Sara,Consumer,CUST-251,Bank Transfer,6,1963,5,11189.1,9356.95219024961,1832.1478097503896,16.37439838548578,139.68269096575983,Medium
ORD-1452,2023-08-10,South,Furniture,Sofa,Raj,Home Office,CUST-926,Cash,6,1232,25,5544.0,3943.7375962526203,1600.2624037473797,28.864761972355335,26.008521709414545,Medium
ORD-1453,2024-01-14,East,Clothing,Shoes,David,Consumer,CUST-486,PayPal,13,1940,20,20176.0,15848.135667668545,4327.864332331455,21.450556762150356,138.76741582825088,Low
ORD-1454,2024-07-28,North,Sports,Tennis Racket,Nina,Home Office,CUST-583,Credit Card,12,1130,0,13560.0,10917.671752076885,2642.3282479231148,19.48619651860704,138.56248061577102,Medium
ORD-1455,2024-03-22,North,Electronics,Headphones,Raj,Small Business,CUST-467,Credit Card,5,1603,10,7213.5,5607.394066557553,1606.1059334424472,22.265279454390342,30.02626170532783,High
ORD-1456,2023-01-27,West,Sports,Football,Emma,Small Business,CUST-370,PayPal,23,1893,5,41362.049999999996,27984.53928707804,13377.510712921954,32.34247507781156,71.96049197738895,Low
ORD-1457,2023-01-01,Central,Grocery,Cereal,Karan,Corporate,CUST-645,PayPal,24,1531,20,29395.2,18660.470315382634,10734.729684617367,36.5186482303824,12.0359065621182,Medium
ORD-1458,2024-01-21,Central,Grocery,Rice,Alice,Corporate,CUST-308,Credit Card,22,1520,20,26752.0,18832.480637960354,7919.519362039646,29.60346651480131,21.99468274951363,Medium
ORD-1459,2023-09-30,West,Electronics,Camera,Tom,Consumer,CUST-947,PayPal,21,1065,10,20128.5,16581.13671340266,3547.3632865973414,17.62358490000418,172.11606914745232,Medium
ORD-1460,2024-09-08,Central,Furniture,Bookshelf,David,Corporate,CUST-264,Cash,6,612,0,3672.0,2602.770772724716,1069.2292272752838,29.11844300858616,184.93136614793772,Medium
ORD-1461,2023-06-06,South,Electronics,Camera,Karan,Corporate,CUST-521,Bank Transfer,9,1918,15,14672.699999999999,10685.318026529307,3987.381973470692,27.175516254477312,63.46466661271097,High
ORD-1462,2023-06-10,North,Electronics,Smartphone,John,Consumer,CUST-383,PayPal,24,1175,15,23970.0,15833.231592207216,8136.768407792784,33.945633741313245,23.87068265092919,High
ORD-1463,2023-01-18,West,Electronics,Monitor,Nina,Corporate,CUST-793,Credit Card,16,821,5,12479.199999999999,8079.89305171345,4399.3069482865485,35.253116772602,17.401990806208204,Medium
ORD-1464,2024-12-08,East,Electronics,Camera,David,Consumer,CUST-934,Bank Transfer,10,996,5,9462.0,7725.8073893207375,1736.1926106792625,18.349108123856084,11.883032143319191,High
ORD-1465,2024-06-04,South,Furniture,Table,John,Small Business,CUST-862,Bank Transfer,14,1860,15,22134.0,18055.381064493056,4078.6189355069437,18.42694016222528,60.74425141670316,Medium
ORD-1466,2023-08-29,East,Grocery,Pasta,Emma,Home Office,CUST-468,Cash,6,1171,15,5972.099999999999,4818.773563165397,1153.3264368346026,19.31190765115458,10.113608378611108,Medium
ORD-1467,2024-09-01,West,Clothing,Shirt,Raj,Corporate,CUST-642,PayPal,29,1577,10,41159.700000000004,34011.27880239328,7148.421197606724,17.367525024737116,103.66182461461341,Medium
ORD-1468,2024-07-22,North,Furniture,Table,Nina,Corporate,CUST-581,Bank Transfer,23,1004,25,17319.0,14356.617884012572,2962.382115987428,17.1048104162332,146.40721127861934,Low
ORD-1469,2024-06-11,North,Furniture,Desk,Sara,Consumer,CUST-591,Bank Transfer,29,729,20,16912.8,10874.408268613115,6038.391731386884,35.70308719660189,100.54002945812509,High
ORD-1470,2024-11-23,West,Sports,Cricket Bat,John,Small Business,CUST-426,Cash,10,1747,10,15723.0,9490.32904334471,6232.670956655291,39.640469100396174,162.56644724872973,Critical
ORD-1471,2023-05-30,West,Furniture,Desk,David,Small Business,CUST-899,Credit Card,19,21,5,379.04999999999995,245.83984927205816,133.2101507279418,35.14316072495497,94.96819612112323,High
ORD-1472,2024-01-26,Central,Grocery,Rice,Priya,Corporate,CUST-946,Cash,19,1957,25,27887.25,19615.309714832165,8271.940285167835,29.662086742751026,17.56417349469323,Low
ORD-1473,2024-08-31,North,Clothing,Jeans,Sara,Consumer,CUST-947,Bank Transfer,23,723,10,14966.1,12525.801434444322,2440.2985655556786,16.305507550769264,36.82782207206513,High
ORD-1474,2023-02-01,East,Sports,Cricket Bat,Raj,Home Office,CUST-386,PayPal,29,565,0,16385.0,13673.545231705959,2711.454768294041,16.54839651079671,184.35298280184236,High
ORD-1475,2023-05-06,North,Clothing,Shirt,Sara,Small Business,CUST-308,Credit Card,6,1146,5,6532.2,4161.838999763212,2370.3610002367877,36.28733045890799,123.32874432857331,High
ORD-1476,2024-05-08,South,Furniture,Sofa,Raj,Small Business,CUST-286,PayPal,12,75,0,900.0,658.3685666439156,241.63143335608436,26.84793703956493,154.26906247853898,High
ORD-1477,2024-12-15,West,Furniture,Table,Alice,Home Office,CUST-173,Credit Card,13,1314,0,17082.0,13169.66736842402,3912.3326315759805,22.90324687727421,14.81623481014831,Medium
ORD-1478,2023-05-10,Central,Sports,Tennis Racket,Nina,Consumer,CUST-451,Credit Card,13,363,25,3539.25,2387.203982682166,1152.046017317834,32.55056911260391,27.054305106429855,Critical
ORD-1479,2024-11-25,West,Grocery,Rice,John,Consumer,CUST-251,PayPal,21,837,25,13182.75,8587.883955814325,4594.8660441856755,34.85514057526446,150.89756060869763,Medium
ORD-1480,2023-05-12,South,Sports,Football,Priya,Small Business,CUST-437,Bank Transfer,20,120,20,1920.0,1309.3623354480162,610.6376645519838,31.804045028749155,80.69562844295022,High
ORD-1481,2024-12-29,West,Grocery,Cereal,Karan,Consumer,CUST-253,PayPal,15,174,15,2218.5,1456.9879724543923,761.5120275456077,34.32553651321197,151.34198558740886,Critical
ORD-1482,2024-10-04,South,Grocery,Rice,Tom,Home Office,CUST-974,Credit Card,2,829,10,1492.2,1107.5688430382945,384.6311569617055,25.776112917953725,154.8131715645125,High
ORD-1483,2023-05-09,West,Furniture,Sofa,Sara,Consumer,CUST-660,Credit Card,22,1818,25,29997.0,23559.848435423577,6437.151564576423,21.45931781370278,162.96848928781563,High
ORD-1484,2023-03-31,Central,Furniture,Table,David,Small Business,CUST-433,Bank Transfer,6,1955,15,9970.5,6446.9746660741375,3523.5253339258625,35.339504878650644,152.38019296254183,Medium
ORD-1485,2023-10-13,North,Electronics,Smartphone,Sara,Home Office,CUST-660,Cash,3,1479,15,3771.45,2937.1345639971,834.3154360028998,22.12187450457781,191.85561818256127,Medium
ORD-1486,2024-04-01,North,Furniture,Bookshelf,Emma,Corporate,CUST-186,Bank Transfer,2,767,5,1457.3,1060.539415959892,396.7605840401079,27.225731423873462,91.46521531178986,Low
ORD-1487,2024-09-03,West,Sports,Football,Alice,Small Business,CUST-177,Cash,20,1742,25,26130.0,19599.14233647553,6530.857663524472,24.993714747510413,148.93761197600128,High
ORD-1488,2023-02-20,West,Clothing,Jeans,Nina,Consumer,CUST-170,Cash,4,297,5,1128.6,769.6608567094836,358.9391432905163,31.803929052854542,164.99162231896298,Medium
ORD-1489,2024-08-03,East,Clothing,Shoes,Tom,Home Office,CUST-634,Credit Card,5,835,10,3757.5,2893.636108678169,863.863891321831,22.990389655936955,62.08286912564813,High
ORD-1490,2024-06-30,East,Sports,Football,Nina,Consumer,CUST-730,PayPal,26,424,20,8819.2,7135.90330794964,1683.2966920503604,19.086727730977415,143.8237100318643,Critical
ORD-1491,2024-05-30,West,Furniture,Bookshelf,David,Corporate,CUST-496,PayPal,2,1212,5,2302.7999999999997,1799.6870489992523,503.11295100074744,21.84787871290375,33.04756962105148,Medium
ORD-1492,2024-09-28,North,Furniture,Desk,Sara,Corporate,CUST-406,Bank Transfer,5,38,5,180.5,113.77884761091185,66.72115238908815,36.96462736237571,147.0151478977965,Low
ORD-1493,2023-01-08,North,Electronics,Monitor,Alice,Small Business,CUST-903,Credit Card,26,1694,15,37437.4,27322.86924988174,10114.530750118261,27.017182683942426,47.53562207891087,High
ORD-1494,2023-05-15,Central,Furniture,Bookshelf,Nina,Corporate,CUST-228,PayPal,21,873,20,14666.400000000001,9301.596487805537,5364.803512194465,36.57887083534108,23.246690908408603,High
ORD-1495,2023-04-30,West,Sports,Basketball,Priya,Home Office,CUST-811,Credit Card,26,1433,0,37258.0,28162.569543449663,9095.430456550337,24.412020120646137,21.990210131953784,Medium
ORD-1496,2023-04-20,North,Sports,Football,Alice,Small Business,CUST-279,PayPal,28,844,15,20087.2,16257.939499021562,3829.2605009784384,19.063187009530637,55.565790919252144,Low
ORD-1497,2023-10-16,North,Furniture,Table,David,Corporate,CUST-312,PayPal,25,199,25,3731.25,2595.9081858260274,1135.3418141739726,30.42792131789541,146.62436789705424,Medium
ORD-1498,2024-08-06,Central,Furniture,Chair,Alice,Small Business,CUST-992,PayPal,3,454,5,1293.8999999999999,888.3260379189189,405.57396208108094,31.34507783299181,134.21948271364772,Medium
ORD-1499,2024-08-23,South,Grocery,Beverages,David,Small Business,CUST-935,PayPal,17,158,5,2551.7,2149.854747769109,401.84525223089076,15.748138583332318,174.36350888132483,Medium
ORD-1500,2024-06-13,Central,Clothing,Jeans,Raj,Corporate,CUST-156,Cash,23,1294,25,22321.5,14340.220003472494,7981.279996527506,35.75601996517934,28.17173224450603,Medium
ORD-1501,2023-04-18,Central,Sports,Cricket Bat,Raj,Consumer,CUST-767,PayPal,3,109,10,294.3,184.11165824820964,110.18834175179038,37.44082288541976,152.83644965976583,Critical
ORD-1502,2023-09-11,West,Sports,Shoes,Alice,Home Office,CUST-287,Credit Card,5,1946,5,9243.5,7512.543470541688,1730.9565294583117,18.726202514830007,75.71318301530115,Low
ORD-1503,2023-02-09,Central,Sports,Shoes,Priya,Small Business,CUST-515,Bank Transfer,13,1212,20,12604.800000000001,8559.337094221566,4045.462905778435,32.09462193591675,170.54446219161926,Medium
ORD-1504,2023-08-25,North,Grocery,Beverages,Sara,Home Office,CUST-318,Bank Transfer,12,45,20,432.0,263.55605603095285,168.44394396904715,38.99165369653869,71.97234828436817,Medium
ORD-1505,2023-09-13,Central,Sports,Tennis Racket,Sara,Small Business,CUST-452,Cash,16,690,20,8832.0,6001.13351969141,2830.8664803085903,32.05238315566792,11.667670270106598,Medium
ORD-1506,2024-09-09,Central,Electronics,Monitor,Nina,Small Business,CUST-464,Cash,22,303,10,5999.400000000001,3800.1634272509946,2199.236572749006,36.6576086400141,187.72495303688174,High
ORD-1507,2024-01-12,South,Furniture,Sofa,Nina,Small Business,CUST-754,PayPal,21,564,0,11844.0,9372.501562894668,2471.4984371053324,20.867092511865355,186.58666193133922,Low
ORD-1508,2023-10-08,East,Sports,Shoes,Nina,Home Office,CUST-314,Cash,10,1439,25,10792.5,9127.613549398528,1664.8864506014725,15.426328011132476,132.1277085611863,High
ORD-1509,2023-08-14,Central,Furniture,Bookshelf,Raj,Consumer,CUST-204,PayPal,29,1352,5,37247.6,29247.460540276305,8000.139459723694,21.478268290369567,113.08893212353156,Medium
ORD-1510,2024-12-30,North,Grocery,Beverages,Alice,Home Office,CUST-884,Cash,28,701,15,16683.8,10971.211153546574,5712.5888464534255,34.24033401535277,64.95634153573695,Medium
ORD-1511,2023-02-28,East,Clothing,Jacket,Priya,Corporate,CUST-935,Bank Transfer,7,1133,0,7931.0,5430.642753322137,2500.3572466778633,31.52638061628878,161.17544382567397,Low
ORD-1512,2024-06-22,East,Furniture,Chair,Alice,Home Office,CUST-551,Cash,24,708,15,14443.199999999999,9964.7964773856,4478.403522614399,31.007003452243264,111.86952338801986,High
ORD-1513,2024-04-13,East,Grocery,Snacks,Nina,Consumer,CUST-923,Cash,22,1157,0,25454.0,21615.595221264237,3838.404778735763,15.079770482972277,91.10308247106701,Low
ORD-1514,2024-02-07,Central,Grocery,Pasta,Sara,Home Office,CUST-513,Credit Card,23,687,20,12640.800000000001,8853.922520499447,3786.877479500554,29.95757768100558,105.52253640582634,High
ORD-1515,2024-06-29,West,Furniture,Bookshelf,Sara,Small Business,CUST-805,Credit Card,19,384,15,6201.599999999999,4073.647478366464,2127.9525216335355,34.3129599076615,41.575149925852344,Medium
ORD-1516,2024-01-27,North,Furniture,Table,David,Consumer,CUST-292,Cash,26,413,5,10201.1,7930.517085556002,2270.5829144439986,22.258216412386886,196.90520080973883,Low
ORD-1517,2024-11-08,Central,Electronics,Camera,John,Consumer,CUST-270,Bank Transfer,17,88,5,1421.2,900.4841967444011,520.715803255599,36.639164315761256,98.86691703451866,Medium
ORD-1518,2024-09-11,South,Clothing,Shoes,John,Consumer,CUST-365,Bank Transfer,14,1035,0,14490.0,10753.144754562249,3736.8552454377514,25.789201141737415,160.47867634708484,Critical
ORD-1519,2023-06-05,South,Electronics,Laptop,Tom,Small Business,CUST-616,Cash,16,1867,25,22404.0,16293.079585403888,6110.920414596112,27.27602398944881,96.03671300402209,Low
ORD-1520,2023-11-19,North,Sports,Cricket Bat,Raj,Small Business,CUST-252,Bank Transfer,1,1236,20,988.8000000000001,606.867671050804,381.93232894919606,38.625842329004456,119.92294545867098,Low
ORD-1521,2024-01-08,West,Sports,Shoes,Sara,Small Business,CUST-596,Bank Transfer,13,1909,20,19853.600000000002,14256.008641598344,5597.591358401658,28.1943393560949,145.44765017549994,Medium
ORD-1522,2023-01-17,Central,Electronics,Laptop,Alice,Home Office,CUST-382,Bank Transfer,19,523,25,7452.75,4772.457310520463,2680.2926894795373,35.96380784917698,192.54179752655753,Medium
